"DN_mean","DN_mean.lower","DN_mean.upper","DN_pres","DN_pres.lower","DN_pres.upper","DO_S_mean","DO_S_mean.lower","DO_S_mean.upper","DO_S_pres","DO_S_pres.lower","DO_S_pres.upper","DO_W_mean","DO_W_mean.lower","DO_W_mean.upper","DO_W_pres","DO_W_pres.lower","DO_W_pres.upper","GO_Cons_mean","GO_Cons_mean.lower","GO_Cons_mean.upper","GO_Cons_pres","GO_Cons_pres.lower","GO_Cons_pres.upper","GO_Lib_mean","GO_Lib_mean.lower","GO_Lib_mean.upper","GO_Lib_pres","GO_Lib_pres.lower","GO_Lib_pres.upper","GO_Neut_mean","GO_Neut_mean.lower","GO_Neut_mean.upper","GO_Neut_pres","GO_Neut_pres.lower","GO_Neut_pres.upper"
0.505642332596222,0.375230106623977,0.634359549115392,3.15574535607163,1.21207814403103,5.3194667698864,0.760338842708836,0.657923248195998,0.866037150258917,3.70648443985503,1.29189176873468,6.67620532054989,0.438219787398857,0.320097882844928,0.559379467641069,3.94163001491059,1.35478119672278,6.8743343333437,0.270990941968147,0.180247008193808,0.376189754036549,5.20112025114418,1.76611112507936,8.97426530314103,0.632133865506083,0.516549775262241,0.737957209327771,4.25538179172648,1.68379473839179,7.17384760272434,0.468370886251887,0.357686334738083,0.580681733656102,4.92162527683309,2.0315634146235,8.29709213834006
