"subject","DO_L","FD_L","DO_W","FD_W","DO_S","FD_S","b","b_C","b_N","b_L","mu.d","mu.g","sigma","nu"
"101",-0.451896090792417,0.683767872256683,1.64893802953775,0.62983756186239,4.59784923338633,1.68871942537818,0.261325693508515,1.01638331252105,0.625892513792773,0.107861330556563,0.429925170912757,0.54408419700651,0.0522730031390086,0.185472519886568
"102",0.590506866016915,0.232957879707438,2.00176209787661,0.434675054825578,3.13252382147,0.267633416249867,0.0852864413166357,1.24636744105829,0.788909875489047,0.400560718527943,0.478135276686568,0.661364302245428,0.0520692122154224,0.359505629716576
"103",-0.595342637640109,-0.379792437879175,2.28936975694043,0.656730469069986,3.23169331321731,-19.5298327787853,0.375876470596006,1.04655578104228,0.629050884600732,-0.648832182663779,0.467870585184547,0.60145785473518,0.0583225315033313,0.0720411084594582
"104",-2.77860351906875,-0.194485194905589,17.2174029355842,16.6072038921807,34.9842891064702,32.4239707329258,0.281930187957254,0.865250104937141,0.364864517172503,0.0699591934084533,0.490058910669135,0.570338484702221,0.0299317982093286,0.5
"105",1.96881177931317,0.961749987893722,3.20265431265798,1.22285837668789,3.99447379838005,-7.64131324148281,-0.0298172927187925,2.38758728366648,0.693147180623061,-0.893571959385808,0.351103139412738,0.542708311527203,0.0725255202648959,0.181150030116237
"106",-1.32453598619649,-0.464402582196293,1.39984388169635,-0.286432224442519,3.56474807984288,-18.4324708195003,0.25148848384341,0.884547268268668,0.462108285808641,0.0335110631789022,0.455889696717444,0.616118632484195,0.0878008740969234,0.329060778655035
"107",-2.02044713267759,-0.828565105833731,1.34196285647829,0.436910692824523,2.73809139791962,-17.9898279543152,0.243506028017563,1.01006265336398,0.0289993997207006,-0.58291434034603,0.562514839134899,0.721269857885028,0.0700753458826489,0.271226032425947
"108",-2.90809297047717,-2.51653267959389,1.42673225316211,-1.11848491163939,4.04736716411397,-19.3390515959698,0.219917696036061,0.708063744982661,0.625330881843981,-0.764105675226711,0.490451956187769,0.858602949989413,0.041960977626074,0.0904112262782331
"109",-1.68053950494776,0.823038201028992,3.55226329853207,1.57996923891014,19.8852396183976,13.9525178538204,0.572766827700593,0.755285653659268,0.725203296599334,0.55451779310692,0.470699272648808,0.61222510254849,0.0282752417766108,0.172331017153533
"110",-0.627551075864984,0.598954100186653,18.777049259009,18.4462837237501,29.4022689482313,26.4578919903924,0.230854357341776,1.09184523922429,0.713537702159838,0.546897104173704,0.475356835882735,0.533526285836742,0.084283737136173,0.142184181683141
"111",-0.200508963861354,1.23293352390083,2.50252264287378,1.67956808578159,3.17642542247389,-17.3876693726857,0.465484311625911,0.870519192063837,0.652744873445594,0.106688498279256,0.47758161973131,0.59795958813338,0.0278890206652148,0.116716123145472
"112",0.0392680825407762,0.794511933447806,2.45289380787605,1.21029740222569,4.44846858593494,-0.00858319974914335,0.250666726617587,0.755034032411002,0.734042663099486,0.611517915740084,0.516238256795834,0.689293779586454,0.0330809865562165,0.270428490236257
"113",-3.49438174608744,-2.91197719299461,1.01889529845674,-0.878670069417565,3.81878924259946,-1.18085926936916,0.343365761671146,0.693157332138943,-0.692958982236445,-0.743725034402809,0.601228410252347,1.14221638151624,0.046526776569511,0.131230775762519
"114",0.281347271026267,1.08480191429937,2.38147767407978,1.33785556471645,3.31790894112395,-18.4370186505207,0.305570530587392,1.5088174797774,0.89533374362077,0.0320162688273624,0.430007395165514,0.560804203594743,0.0831149146633267,0.201069828873249
