"subject","model","DO_L","FD_L","DO_W","FD_W","DO_S","FD_S","b","mu.do","mu.g","mu.dn","sigma","nu"
"101","yoked",-0.22390778763223,0.389902727931631,1.54135302061519,0.254999878829071,4.57593353128518,0.889633914209993,0.302254390700625,0.430867997898318,0.549458323771869,NA,0.0510453807921935,0.196047223190178
"102","yoked",0.709660686570286,-0.0747016156906533,2.07490434706678,-0.100354284544886,3.39531555215905,-17.6039353607749,0.129113973444028,0.466950263389904,0.643372827978421,NA,0.01,0.416232129181911
"103","yoked",-17.8231184929157,-1865.45690037321,0.685090001303506,-180.614359238246,248.418804884321,-84.8441168891221,-0.319946788629726,0.492513018318355,0.452128638107498,NA,0.0492010823265539,0.188264974813119
"104","yoked",-17.2265955495345,-0.172826512374727,20.1932591946164,19.6340879361699,71.2751069530214,67.2990586967592,0.274608615285572,0.491655453791831,0.567333472256793,NA,0.0296370747802229,0.5
"105","yoked",-19.3334362361756,-1.92553247280355,-0.582009985441129,-1.84298802083303,2.09035868858906,-34.5138938260235,-0.606948873673864,0.539297473407933,0.347303704240196,NA,0.0698083643042196,0.231799234447091
"106","yoked",-22.3391612060761,-1.60623537026312,2.55251275586376,0.436829383509165,23.5804161817959,-3.74103433876238,0.0180191749849316,0.506166048740312,0.513598030338683,NA,0.0966349626454203,0.413643107995646
"107","yoked",-2.12388889072723,-0.84567513886348,2.19612179882577,0.977699142918242,21.3683931573364,-7.2324968318434,0.270421743454065,0.571485214822599,0.688850590281641,NA,0.0797942030667586,0.292430615635928
"108","yoked",-2.58673158372317,-2.58009089005368,1.04147151410732,-1.53908247162324,3.37581696516725,-20.2043998742925,0.20912730264797,0.489981647513147,0.908021764820669,NA,0.0416217989430152,0.0921284870054788
"109","yoked",-1.63329293028443,0.804732647847119,3.9752576425823,1.26894212889414,23.4974721650449,-3.56271551887336,0.589110454308244,0.470373684388134,0.61029496521405,NA,0.0279395451376238,0.178150299616906
"110","yoked",0.0334000280655465,-0.200541503803292,2.09836937791248,0.897355632667563,20.5949764290107,-16.402800256921,0.412214121802355,0.466791002403175,0.555683137002936,NA,0.0808835540910067,0.164166319172157
"111","yoked",0.127948891359442,1.1670835288375,2.43898625153556,1.57268238876667,3.40882674008257,-19.0064914059406,0.488333470637551,0.477933077890264,0.598422824682948,NA,0.0280787416244181,0.119783869541778
"112","yoked",0.00373768580224251,0.796912007021091,2.46253365853823,1.17668448299245,5.43816223879846,-17.4687948800166,0.253824861089677,0.516153155926475,0.688928366075155,NA,0.0329462163483741,0.271770163324054
"113","yoked",-3.24092275686351,-2.78426823687708,0.858706471003096,-1.15831419175631,3.25268023345006,-1.49968217466681,0.357936051561698,0.601460718488595,1.15593589870674,NA,0.0467759719145848,0.131007206950889
"114","yoked",0.550605779088046,1.21027472145401,2.17445721934,1.25974146882697,21.9537099963828,-4.95100496351761,0.321372506633522,0.432246140638809,0.557838106713031,NA,0.0846439986245388,0.201559183009952
"101","unyoked",-21.7476891920428,-24.3559983658318,0.563042107392149,-1.22019750702633,38.6722797835845,35.1675407747158,-0.0888843864947809,0.427914950573367,0.461623886602686,0.544703987703066,0.0543903115579993,0.283419089274222
"102","unyoked",-20.7039295688413,-3.42059049470796,0.0558381143198456,-1.44869712985483,2.10192009256197,-0.778684560735834,-0.385862767826313,0.54168589768986,0.487311054793415,0.674328768125568,0.0554639670515142,0.465178385113419
"103","unyoked",-0.717296006302816,-2.82583910766437,0.983955412159036,-14.406244526962,2.174752207966,-41.4830038987875,0.292263435028754,0.455358438167314,1.40430171300896,0.507355506303783,0.0511890428004942,0.0758604783728457
"104","unyoked",-22.4052061826834,-0.53218245267514,24.6042848995886,24.2491256045638,24.0482216016506,20.6726098639035,0.239660765309392,0.481740677501539,0.559394262744039,0.543226380139897,0.0264322538096216,0.5
"105","unyoked",-1.61875708715572,-3.65479908889851,-0.205133518439679,-2.53113968758454,2.29814295306358,-14.5589126791456,-0.59544798357151,0.436404939031797,0.347197071925562,0.535802434916832,0.0725824273368285,0.261076734440028
